new_id,Station_Prox,type,bedrooms,bathrooms,size,other_key_info,bullet_points,station_info,hold_type,short_description,long_description
9734,0.7,Flat,1.0,1.0,,,CLOSE TO LOCAL SHOPS AND BUS ROUTES;DOUBLE GLAZED;OWN FRONT DOOR;OWN GARDEN,"[(0.7, 'Plaistow Station', 'svg-underground'), (0.9, 'Upton Park Station', 'svg-underground'), (1.0, 'Custom House Station', 'svg-nationalrail;svg-dlr')]",,SOLD STC;;svg-camera=11;;svg-floorplan=1;;Read more,"RARELY AVAILABLE. A 1 bedroom ground floor garden conversion with sole use of the rear garden and own front door. The property benefits from from double glazing, a GCH system and good size garden. The property is located close to Barking road and within 1.3m of Canning town station and 0.7m from Plaistow station. Epc rating D There is also a cellar Term : 189 years from 25 March 1988 The owner has made us aware, there is no service charge, the ground rent is £250pa and the owner arranges the building insurance themselves. Council tax banding B (£1141.26) From Government sites The property is conveniently positioned for Canning Town Jubilee, Dlr Station (zone 2) by bus with links to Canary Wharf and the City which can be accessed in 5 minutes and 30-35 minutes respectively and Plaistow Station. City Airport and the Excel Centre with its bars and restaurants are also in the vicinity. There is also the Emirates cable car providing easy access to the O2 Arena and direct access to the A406 with links to the M25, M11, A12 and the A13 which leads directly to the Dartford Tunnel with Lakeside and Bluewater Shopping Retail Parks or The Blackwall Tunnel, The City. Westfield shopping centre is also within easy reach. Hallway - 13.7 x 3.12 - At narrowest ft (4.18 x 0.95 m) Main front door leading to the hallway. Reception Room - 15.32 - Into bay x 13.5 - Into chimney recess ft (4.67 x 4.11 m) A double glazed bay window, panelled flooring and a radiator. Kitchen - 9.21 x 8.28 ft (2.81 x 2.52 m) A window to rear aspect and a door to the garden. A range of wall and base units to include a sink, cooker point, vented extractor fan, plumbing for a washing machine, radiator and tiled areas to the walls. Bedroom - 11.19 x 10.71 - Into bay ft (3.41 x 3.26 m) A double gazed bay window to rear aspect, panelled flooring and a radiator. Bathroom - 7.76 x 5.56 ft (2.37 x 1.69 m) A 3 piece suite to comprise of a panelled bath with mixer taps, built in shower, pedestal wash hand basin with mixer taps, low level w.c. and tiled areas to the walls. Cellar - 24.93 x 7.16 ft (7.6 x 2.18 m) Exterior Steps leading to the garden area with artificial grass and an outside storage cupboard."
5472,0.4,Terraced,3.0,1.0,,,WELL PRESENTED THROUGHOUT;THREE BEDROOMS;CENTRAL LOCATION;CLOSE TO TRANSPORT LINKS;OFF STREET PARKING;CONTEMPORARY FITTED KITCHEN;MODERN OPEN PLAN KITCHEN/RECEPTION ROOM;FREEHOLD;DOUBLE GLAZING;GARDEN,"[(0.4, 'Gipsy Hill Station', 'svg-nationalrail'), (0.5, 'Sydenham Hill Station', 'svg-nationalrail'), (0.7, 'West Norwood Station', 'svg-nationalrail')]",,svg-camera=12;;svg-floorplan=1;;Read more,"Galloways are delighted to present this three-bedroom mid-terraced family home. Kept to a very good standard throughout, this property gives buyers the opportunity to live in a well-presented home, in a fantastic location. Positioned perfectly for West Norwood high street with an array of shops, restaurants, and leisure facilities as well as being just 0.5 miles from Gipsy Hill station, 0.7 miles from West Norwood station, and 0.7 miles from Sydenham Hill station all giving commuters direct access into central London (distance estimated via Google Maps). Council Tax Band D £1660 Freehold The vendor has provided the above information in good faith. Galloways have not yet had this information verified. Any buyer should seek their own independent legal advice before proceeding. Safeguarding Your Information Important information regarding cybercrime. It has come to our attention that computer hackers are seeking to target property transactions to access funds. As we understand it, they will either hack a phone, tablet, or PC, maybe by sending out a random email that mistakenly gets opened, or even whilst opening a website, which gives them access to that machine. The reason for us mentioning this to you is to alert you that once they have gained access, they can monitor email correspondence, without you knowing, throughout a transaction. Then, at a relevant point, e.g. just before the exchange of contracts, they can send an email to a client mirroring that of their solicitor asking for funds to be transferred to a certain bank account. That money then, of course, disappears. Fortunately, we have not had such an instance but, feel it important to highlight the fact that if you do receive an email requesting funds, it is worth checking with the person concerned by phone that it is genuine and the bank details are correct, before sending money. This could, of course, affect other areas of finance beyond the property. Solicitors are starting to highlight this point now, but for safety, we would urge you to be vigilant and check before sending money or passing on any personal details regarding any bank or credit card information. The Property Misdescriptions Act 1991 These particulars are set out as a general outline in accordance with the Property Misdescriptions Act (1991) only for the guidance of intending purchasers or lessees and do not constitute any part of an offer or contract. Details are given without any responsibility, and any intending purchasers, lessees or third parties should not rely on them as statements or representations of fact but must satisfy themselves by inspection or otherwise as to the correctness of each of them. We have not carried out a structural survey and the services, appliances and specific fittings have not been tested. All photographs, measurements, floor plans, and distances referred to are given as a guide only and should not be relied upon for the purchase of carpets or any other fixtures or fittings. Gardens, roof terraces, balconies as well as tenure and lease details cannot have their accuracy guaranteed for intending purchasers. Lease details, service charge, ground rent are given as a guide only and should be checked and confirmed by your solicitor. No person in the employment of Galloways has any authority to make any representation or warranty in relation to this property. Purchase prices, rents, or other prices quoted are correct at the date of publication and, unless otherwise stated, exclusive of VAT.  Data Protection We retain the copyright in all advertising material used to market this Property. Disclosure of Referral Fees As well as your obligation to pay Galloway's commission or fees where applicable we may also receive a commission, payment, fee, or other reward or other benefits (known as a Referral Fee) from ancillary service providers for recommending their service to you. We believe you may benefit from using the services of our solicitors, independent financial advisors and surveyors, the Providers, who are known as Lewis Nedas Law, Bargate Murray Solicitors, Hawke Financial Services and MAP Surveyors. Galloways always refer sellers and purchasers to Lewis Nedas Law, Bargate Murray Solicitors. It is your decision whether you choose to deal with the named companies. Should you decide to use Lewis Nedas Law, Bargate Murray Solicitors, you should know that we would receive a referral fee of £180.00 inc VAT from them for recommending you to them. Galloways routinely refer to all potential purchasers and vendors to Hawke Financial Services. It is your decision whether you choose to deal with Hawke Financial Services. In making that decision, you should know that we receive benefits from Hawke Financial Services. The amount depends on the property value and level of mortgage. A share of this fee is received by Galloways, the details of which are available upon request. Galloways offer all of our customers the opportunity to use the services of MAP surveyors. It is your decision whether you choose to deal with MAP surveyors. You should know that Galloways receive a referral fee of £50.00 inc VAT from MAP Surveyors for recommending you to them. You are not under any obligation to use the services of any of the recommended providers, though should you accept our recommendation the provider is expected to pay us the corresponding Referral Fee. The Referral fee is separate from your obligation to pay our own fees or commission. Brochures Hamilton Road, West Norwood, SE27 Brochure"
12357,0.2,Terraced,3.0,,,,Three Bedrooms;Communicating Reception Rooms;Fitted Kitchen;large Ground Floor Bathroom;Double glazing;Gas Fired Central Heating;Close to Villlage;Popular Location;Ideal For The Commuter,"[(0.2, 'New Eltham Station', 'svg-nationalrail'), (1.0, 'Mottingham Station', 'svg-nationalrail'), (1.4, 'Falconwood Station', 'svg-nationalrail')]",Tenure:  Freehold,SOLD STC;;svg-camera=20;;svg-floorplan=1;;Read more,"   Looking for a three bedroom house at an affordable price, Irwinscott are pleased to offer this spacious Terrace house minutes walk to New Eltham station boasting three bedrooms and a spacious through room. Although requiring some TLC we feel this has been reflected in the asking price. "
7812,0.2,Apartment,1.0,1.0,646 sq. ft.;(60 sq. m.),,One Double Bedroom;630sqft/58.5sqm;Epc Rating D;Chain Free Sale;High Spec;Ideal First Time Buyer Purchase;Good Transport Links,"[(0.2, 'Manor House Station', 'svg-underground'), (0.4, 'Finsbury Park Station', 'svg-nationalrail;svg-underground'), (0.7, 'Harringay Green Lanes Station', 'svg-overground')]",Tenure:  Share of Freehold,svg-camera=13;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"A large one-bedroom apartment with lots of natural light, high ceilings and a finished to a high Standard. Arranged to the rear of this Victorian conversion, this apartment has been beautifully renovated to a high spec, with modern finish. This apartment comprises of a bright reception room open plan kitchen with mod cons with 630sqft/58.5sqm off living space and a generous double bedroom. Adolphus Road is a desirable quiet and well located street in close proximity to shops and cafes, minutes´ walk to Stoke Newington, as well as local parks (Clissold Park, Gillespie Nature Reserve and Woodberry Wetlands). It is served by unparalleled access to Zone Two Victoria/Piccadilly lines, Overground and National Rail, and regular bus routes. The flat is offered to the market chain free. The 360 virtual tour of the flat must be viewed. Brochures Sales"
10179,1.0,Studio,,1.0,,,Studio;First Floor Apartment;Economy 7 Heating,"[(1.0, 'Turkey Street Station', 'svg-nationalrail'), (1.0, 'Southbury Station', 'svg-nationalrail'), (1.0, 'Enfield Town Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=6;;Read more,"W J Meade are delighted to offer to the market this LONG LEASE, first floor studio apartment benefiting from its own separate sleeping.  Tastefully decorated throughout, we feel that this property would make an ideal investment opportunity or first time purchase.  Early viewings are highly advised. Entrance: Door to hall. Hall: Storage cupboard, doors to bathroom and reception. Reception: Double glazed window to front aspect, Economy 7 heater, telephone entry system, open passageway to separate sleeping area. Kitchen: Range of wall and base units with matching worktop, electric hob ans oven, extractor, stainless steel sink with mixer tap, under counter fridge/freezer, plumbed for washing machine, double glazed window, power points. Bathroom: Panelled bath with power shower, pedestal wash hand basin, low level W/C, tiled flooring and splashback, air extractor. Separate Sleeping Area: Double glazed window, wardrobes, Economy 7 heater Lease: From 20 September 2013 to 28 September 2183. Service Charge: TBC. Ground Rent: TBC.   All sizes are approximate. The Agent has not tested any apparatus, equipment, fixtures and fittings, or services and so cannot verify that they are in working order or fit for the purpose. A buyer is advised to obtain verification from their Solicitors or Surveyor. Photographs are for illustration purposes only and may depict items, which are not for sale or included in the sale price. References to  tenure  of a property are based upon information supplied by the vendor. The agent has not had sight of the title documents, a buyer is advised to obtain verification from their solicitor. Money Laundering Regulations 2003: Intending purchasers will be asked to produce identification, documentation at a later stage and we would ask for your co-operation in order that there will be no delay in  agreeing  the sale."
11017,3.3,Flat,2.0,,,,,"[(3.3, 'New Addington Tram Stop', 'svg-tramlink'), (3.6, ""King Henry's Drive Tram Stop"", 'svg-tramlink'), (4.0, 'Fieldway Tram Stop', 'svg-tramlink')]",,svg-camera=15;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"Two bedroom ground floor flat located close to local shops and transport. The accommodation comprises Communal entrance with entry phone, hallway, living room, kitchen, utility room, two bedrooms both with fitted wardrobes, bathroom, communal gardens and allocated parking bay. Biggin Hill is surrounded by greenbelt countryside. The high street has a number of restaurants and shops which include a Waitrose and Tesco's select. Nearby towns of Orpington and Bromley have a much larger array of shopping and leisure facilities, plus fast trains to London. Located within 7.5 miles radius are junctions 4 and 5 to the M25. Communal Entrance Entry phone system. Hallway Built in storage cupboard, radiator. Lounge 6.05m x 3.28m Double glazed bay window to front, radiator, carpet. Kitchen 3.4m x 3.33m Double glazed window to front, radiator, wall and base units with work surface area, single drainer sink unit with mixer taps, gas hob with extractor over, built in oven. Utility Room Double glazed window to side. Bedroom one Double glazed window to rear, radiator, built in airing cupboard with radiator and light, fitted double wardrobes. Bedroom two 2.3m x 2.97m Double glazed window to rear, radiator, fitted wardrobe. Bathroom Frosted double glazed window to side, heated towel rail, wash hand basin with vanity unit under, low flush w.c. extractor fan,  shower with mixer taps. Communal gardens Allocated parking bay"
4753,0.7,Flat,2.0,1.0,,,Conversion property;Extensive private garden;Short walk from Forest Hill Station;Large double bedroom;Large sash windows;7 minute walk to Dawson's Hill,"[(0.7, 'Forest Hill Station', 'svg-nationalrail;svg-overground'), (0.9, 'Honor Oak Park Station', 'svg-nationalrail;svg-overground'), (1.1, 'North Dulwich Station', 'svg-nationalrail')]",,svg-camera=12;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"A gorgeous, bright, just refurbished, gardened conversion apartment, presented to the market chain free!   Open plan kitchen reception, Two double bedrooms, a bathroom, front and rear gardens. The private rear garden can be reached through the main bedroom or an external side access; it the perfect outdoors space for enjoying summer barbeques and a glimpse of nature.   The property is floored with chic solid oak throughout. kitchen / reception is spacious and bright, and the kitchen fitting is enriched with AEG integrated appliances, solid oak worktops and matt Sandstone handles. The Bathroom has superb tiling and finish, with underfloor heating.   Located close to Forest Hill Station (Overground / Southern) , the property is surrounded by local amenities and bus links. It is less than a 10 minute walk to Dawson's Hill Nature Reserve and Horniman Museum and Gardens.  Tenure: Leasehold.  Lease length: 962 years.  Council tax: Band C. Brochures Brochure 1"
7033,0.3,Flat,1.0,1.0,,,Offers In Excess Of;Modern Throughout;Sash Windows;Refurbished Bathroom;Broadway Market;Columbia Road Flower Market,"[(0.3, 'Hoxton Station', 'svg-overground'), (0.5, 'Cambridge Heath Station', 'svg-nationalrail'), (0.6, 'Shoreditch High Street Station', 'svg-overground')]",Tenure:  Leasehold,svg-camera=7;;svg-floorplan=1;;Read more,"A bright and airy one bedroom apartment within a Georgian conversion. This property benefits from sash windows throughout and separate kitchen/living room; Perfect for first time buyers or investors. Local transport including Cambridge Heath, Bethnal Green and Hoxton stations all within a mile and a short walk away. Columbia Road Flower Market, Broadway Market and Victoria Park are all within close proximity. Brochures Brochure 1"
8388,0.3,Apartment,2.0,,,,,"[(0.3, 'Enfield Town Station', 'svg-nationalrail'), (0.7, 'Bush Hill Park Station', 'svg-nationalrail'), (0.8, 'Enfield Chase Station', 'svg-nationalrail')]",,svg-camera=17;;svg-floorplan=1;;Read more,"For sale is a larger than average two double bedroom first floor flat in a quiet turning close to Enfield Town shopping centre and train station with fast links into London.. Benefitting from a modern kitchen and bathroom and an 18 ft lounge / diner. This property is offered CHAIN FREE. 
Close to: George Spicer Primary School 0.21 miles St Andrew's CofE Primary School 0.44 miles St George's Catholic Primary School 0.61 miles Enfield Grammar School 0.45 miles Enfield County School for Girls 0.49 miles Kingsmead School 0.5 miles Local Amenities 0.2 miles Enfield Town Station 0.3 miles Lounge 5.46m x 3.48m (17' 11"" x 11' 5"") Kitchen 2.74m x 2.67m (9' 0"" x 8' 9"") Bedroom 3.48m x 3.43m (11' 5"" x 11' 3"") Bedroom 3.66m x 2.92m (12' 0"" x 9' 7"") Bathroom 2.74m x 1.93m (9' 0"" x 6' 4"")"
10367,0.1,Flat,1.0,1.0,"495 sq. ft.;(46 sq. m.);TENURE;Leasehold;Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.;Read more;about ;tenure; in our glossary page.",,495sq.ft (46sq.m);1 Double Bedroom;Luxury Bathroom Suite;West Aspect;Far Reaching Views;Open Plan Reception Room with Modern Integrated Kitchen;Winter Garden;24 Hour Concierge;Residents Gym;Moments from upcoming Nine Elms Tube Station,"[(0.1, 'Nine Elms Station', 'svg-underground'), (0.3, 'Vauxhall Station', 'svg-nationalrail;svg-underground'), (0.6, 'Pimlico Station', 'svg-underground')]",,NEW HOME;;svg-camera=14;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"EWS1 FORM IS AVAILABLE. A stunning 1 double bedroom apartment of 495sq.ft (46sq.m) for sale in one of Vauxhall & Nine Elms most popular developments, Sky Gardens. This contemporary apartment has been thoughtfully designed and benefits from an open plan reception with smart integrated kitchen, spacious bedroom with built in wardrobes and a luxury bathroom suite. With floor to ceiling windows and a desirable Western aspect, the property is flooded with natural light in all rooms and has a private winter garden offering far-reaching views.  Residents of Sky Gardens have fantastic on-site facilities including a 24 hour concierge service, private residents gym, an 8th floor internal garden and access to a breath-taking 35th floor communal residents garden offering unrivalled panoramic views across the London city skyline. Sky Gardens is very conveniently located a 5 minute walk away from Vauxhall Station and is also moments away from the upcoming Nine Elms Tube Station, due to open Q4 2021.  Leasehold: 995 Years Remaining  Service Charge: Approx. £3,633 per annum Ground Rent: £400 per annum Brochures Sky Gardens,155 Wandsworth Road, Nine Elms, London Brochure"
9780,0.5,Apartment,3.0,,"691 sq. ft.;(64 sq. m.);TENURE;Leasehold;Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.;Read more;about ;tenure; in our glossary page.",,Newly Refurbished Apartment;Two Double Bedrooms;South West Facing Balcony;Top Floor Position;Serviced Lifts;11 min Surrey Quays Station;Up to 630Mb/sec Broadband,"[(0.5, 'Surrey Quays Station', 'svg-overground'), (0.6, 'South Bermondsey Station', 'svg-nationalrail'), (0.8, 'Canada Water Station', 'svg-underground;svg-overground')]",,SOLD STC;;svg-camera=18;;svg-floorplan=1;;Read more,"A newly refurbished three bedroom apartment on the top floor of Bence House, just an 11 minute stroll from Surrey Quays station. The property is positioned so all windows face south west, filling the space with light all afternoon, whilst a balcony running the full length of the apartment allows you to enjoy the outside space. Sandwiched between the new developments of Greenland Place and Deptford Landings with their many amenities strung along the scenic Grand Canal Avenue, the property offers an affordable opportunity to advantage from the large scale gentrification locally. Brochures Rainsborough Avenue, Deptford Brochure"
7511,0.5,Terraced,3.0,1.0,,,"No Onward Chain;3 bed terraced house;Large, bright living/dining area;Patio terrace;Rear Garden- low maintenance and child friendly;Quiet residential development;ONLINE VIEWING  Available","[(0.5, 'Gravel Hill Tram Stop', 'svg-tramlink'), (0.7, 'Addington Village Tram Stop', 'svg-tramlink'), (0.7, 'Fieldway Tram Stop', 'svg-tramlink')]",Tenure:  Freehold,UNDER OFFER;;svg-camera=21;;svg-virtual-tour=2;;svg-floorplan=1;;Read more,"Hallways are pleased to bring this lovely family home to market.  Offered in good order and ready for your personalisation. This house is full of natural light and has a really spacious living area with dining section, leading onto a family friendly garden with terrace. This is a very popular type of property in the area, with good access to schools and recreational activities, so don't delay in booking your slot. Take a first look with our Exclusive 3D VR and email:   Council Tax Band: D (Croydon) Tenure: Freehold Brochures Brochure"
12731,0.1,Flat,1.0,1.0,,,Newly Refurbished;High Ceilings;Wooden Floors;Modern Kitchen & Bathroom;Sash Windows;Share of Freehold;488 sq ft / 45.34 m2,"[(0.1, 'Ladbroke Grove Station', 'svg-underground'), (0.4, 'Latimer Road Station', 'svg-underground'), (0.5, 'Westbourne Park Station', 'svg-underground')]",Tenure:  Share of Freehold,svg-camera=9;;svg-floorplan=1;;Read more,"A stunning and newly refurbished raised ground floor studio apartment located in a striking double fronted period villa on the popular Oxford Gardens in North Kensington. Finished to an excellent standard throughout and with some lovely period features including high ceilings and sash windows. The apartment has a modern kitchen and bathroom, wooden floors and a mezzanine sleeping area with built in storage below. Situated a short walk from Portobello Road and Notting Hill giving access to a wide variety of eateries, bars, markets and transport links. Ladbroke Grove tube station is also a short walk away. Brochures Particulars"
7119,0.5,Semi-Detached,3.0,1.0,,,Semi detached house;Three bedrooms;Two Reception Rooms;Dining room;Separate kitchen;Rear garden;Off street parking,"[(0.5, 'Wembley Stadium Station', 'svg-nationalrail'), (0.6, 'Stonebridge Park Station', 'svg-underground;svg-overground'), (0.8, 'Wembley Park Station', 'svg-underground')]",,SOLD STC;;svg-camera=15;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"A three bedroom semi-detached house situated within easy access to Wembley Central and Wembley Park shopping facilities and transport links. This well presented family home benefits from 2 separate receptions, separate kitchen/dining area, three bedrooms, rear garden with a shed and off street parking for two cars. Call now to book your viewngs."
5144,0.1,Flat,2.0,1.0,,,balcony;sought-after-location;close-to-local-amenities;double-glazed-windows,"[(0.1, 'Elverson Road Station', 'svg-dlr'), (0.2, ""St. John's Station"", 'svg-nationalrail'), (0.3, 'Deptford Bridge Station', 'svg-dlr')]",,SOLD STC;;svg-camera=8;;svg-floorplan=1;;Read more,"This property is ready to be made into a home, where the rooms are waiting to be filled with laughter and memories. Situated on the sought after 'Coldbath Street' this 2 bed ground floor flat comprises of a living room, kitchen with direct access to the rear balcony, 2 double bedrooms and bathroom with a separate WC.  The property is well located for transort links as Elverson DLR Station is only a 2 minute walk, Lewisham Station and bus routes are a short stroll away.Local amenities are just a stones throw away.  The property also benefits from being close to Goldsmith and Greenwich University.  
 Tenure: Leasehold
 Council Tax: B
 Lease Remaining: 102
 Current ground rent: £120.00 Per Year
 Ground rent review period: every  
 Annual ground rent increase: %"
4755,0.4,Flat,2.0,1.0,,,Large Two Double Bedroom Maisonette;Private Rear Garden;Easy Reach Of Transport Links;Ideal For First Time Buyers;Close To Shops And Amenities;Low Rise Brick Built Block;Bright And Spacious Modern Interior,"[(0.4, 'Woolwich Arsenal Station', 'svg-nationalrail;svg-dlr'), (0.5, 'Woolwich Station', 'svg-nationalrail'), (0.8, 'Woolwich Dockyard Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=14;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"The Property Ideally located for access to local shops and the many transport links available in Woolwich is this delightful two double bedroom purpose built maisonette with private garden. This stunning home would be an ideal purchase for a couple, first time buyer or buy to let investor looking to add to their portfolio. The property is situated on the first floor of this purpose built block and has its own front door.   Internally the property has been maintained to an excellent standard throughout. Making it the perfect contender for those looking to move quickly. All the rooms are bright and spacious, meaning there is space for a dining table in the lounge. The kitchen has been fully fitted with a beautiful high gloss white units and integrated Bosch appliances, making it a pleasure  to rustle up the evening meal! The bathroom has modern fittings and again has been finished to a high standard and is perfect for modern living. Both bedrooms are doubles and the main looks out over the private garden. With the summer fast approaching the added bonus of a private garden is sure to tick a lot of boxes, meaning competition will be high! Commuters will be spoilt by the location as numerous transport links are readily available and within easy reach, Woolwich Arsenal is less than 1/2  mile away and there are a selection of bus routes on offer to take you all over Town. There is also the bonus of the forthcoming Crossrail station that is opening soon. Royal Arsenal is also within easy reach of this stunning home, where an array of great pubs, bars and restaurants can be found as well as the ever popular Weekend Farmers market! This immaculately presented home is sure to have mass appeal, so arrange your viewing today! Disclaimer for virtual viewings Some or all information pertaining to this property may have been provided solely by the vendor, and although we always make every effort to verify the information provided to us, we strongly advise you to make further enquiries before continuing. If you book a viewing or make an offer on a property that has had its valuation conducted virtually, you are doing so under the knowledge that this information may have been provided solely by the vendor, and that we may not have been able to access the premises to confirm the information or test any equipment. We therefore strongly advise you to make further enquiries before completing your purchase of the property to ensure you are happy with all the information provided. Brochures Brochure"
12083,0.5,Maisonette,1.0,1.0,496 sq. ft.;(46 sq. m.),,,"[(0.5, 'Tufnell Park Station', 'svg-underground'), (0.5, 'Upper Holloway Station', 'svg-overground'), (0.7, 'Archway Station', 'svg-underground')]",,SOLD STC;;svg-camera=10;;Read more,"Home & Away are pleased to offer this Ground Floor Maisonette.  The property even though in an ex council block is located on a road primarily comprising of terrace period dwelling houses.  Tufnell Park is a popular commuter location and also moments from London Met University and Holloway tube station. ACCOMMODATION as follows: Entrance hall, living room, kitchen, bedroom and bathroom"
6162,0.4,Apartment,2.0,1.0,,,TWO DOUBLE BEDROOMS;TOP FLOOR APARTMENT;MODERN DEVELOPMENT;IMMACULATELY PRESENTED THROUGHOUT;PRIVATE TERRACE;CLOSE TO LOCAL AMENITIES;FANTASTIC TRANSPORT LINKS;ALLOCATED PARKING SPACE,"[(0.4, 'Bowes Park Station', 'svg-nationalrail'), (0.5, 'Bounds Green Station', 'svg-underground'), (0.5, 'Palmers Green Station', 'svg-nationalrail')]",,svg-camera=10;;svg-virtual-tour=1;;svg-floorplan=1;;Read more,"The Property Purplebricks are proud to bring to market this beautiful top floor apartment maintained to the highest standard and tastefully finished throughout. This property boasts two double bedrooms, large open plan bright kitchen/living area, modern interior, ample storage, a private terrace and reserved parking for one car. Lily Way is located off Broomfield Road within easy access to all local amenities of Palmers Green including various shops, restaurants, cafes and pubs, transport links include Bounds Green underground station (Piccadilly line) and Bowes Park overground station. The location also provides easy access to the A406 North Circular Road. The open spaces of Alexandra Palace, Broomfield and Arnos Park can be found nearby. Lease Information Option to also buy at 50% Shared ownership 122 years left on the lease Monthly Service Charge : £139.20 No ground rent/any other charges Disclaimer for virtual viewings Some or all information pertaining to this property may have been provided solely by the vendor, and although we always make every effort to verify the information provided to us, we strongly advise you to make further enquiries before continuing. If you book a viewing or make an offer on a property that has had its valuation conducted virtually, you are doing so under the knowledge that this information may have been provided solely by the vendor, and that we may not have been able to access the premises to confirm the information or test any equipment. We therefore strongly advise you to make further enquiries before completing your purchase of the property to ensure you are happy with all the information provided. Brochures Brochure"
6977,0.2,Terraced,3.0,1.0,,,,"[(0.2, 'Enfield Lock Station', 'svg-nationalrail'), (0.6, 'Turkey Street Station', 'svg-nationalrail'), (1.0, 'Brimsdown Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=19;;svg-floorplan=1;;Read more,"CHAIN FREE & VACANT POSSESSION..! IN OUR OPINION this LARGER THAN AVERAGE THREE BEDROOM MID TERRACE PROPERTY, benefiting from UPVC DOUBLE GLAZING, GAS CENTRAL HEATING, FIRST FLOOR BATHROOM, with access to all local amenities & HIGH STREET RETAILERS. Also with close proximity to ENFIELD LOCK RAIL STATION LEADING INTO LONDON'S LIVERPOOL STREET STATION, BUS ROUTES TO EDMONTON GREEN & WALTHAM CROSS.  In our opinion IDEAL FIRST TIME PURCHASE OR RENTAL INVESTMENT. CONTACT CHURCH'S ENFIELD BRANCH FOR FURTHER INFORMATION & To Arrange An APPOINTMENT..! PROPERTY DETAILS: ENTRANCE: Inner hallway, radiator, coving to ceiling, laminated wooden flooring and stairs to first floor landing. RECEPTION ONE: 13' 6"" x 10' 7"" (4.11m x 3.23m) Double glazed window to front aspect, radiator and laminated wooden flooring. RECEPTION TWO: 12' 7"" x 10' 7"" (3.84m x 3.23m) Double glazed window to rear aspect, radiator, under stair storage cupboard housing gas meter and laminated wooden flooring. KITCHEN: 9' 1"" x 8' 6"" (2.77m x 2.59m) Double glazed door & window to rear aspect, partly tiled walls, stainless steel drainer sink unit with mixer taps cupboards under, base eye level units, ample worktop surfaces, fitted electric hob & oven and door to: LOBBY: Frosted double glazed window to rear aspect, wall mounted ""MAIN"" Combi boiler and door to: DOWNSTAIRS CLOAKROOM: Frosted double glazed window to rear aspect, low flush wc, wash hand basin and tiled walls. FIRST FLOOR LANDING: Laminated wooden flooring, access to loft and storage cupboard. BEDROOM ONE: 14' x 11' 1"" (4.27m x 3.38m) Double glazed window to front aspect, laminated wooden flooring and radiator. BEDROOM TWO: 10' x 8' 6"" (3.05m x 2.59m) Double glazed window to rear aspect, radiator and laminated wooden flooring. BEDROOM THREE: 8' 7"" x 7' 5"" (2.62m x 2.26m) Double glazed window to rear aspect, laminated wooden flooring and radiator. BATHROOM: Fitting to comprises, panelled bath with mixer taps and shower attachment, wash hand basin, low flush wc, radiator, fully tiled walls, and flooring. EXTERIOR: FRONT: Paved over. REAR: Hard standing ground all over. ADDITIONAL INFORMATION: Please Note :  Church's Residential Sales or any Parties connected to Church's Residential Sales or Church's Residential Lettings, take no liability or responsibility to any of the mentioned content within the brochure or to any of the mentioned wording or figures or measurements within the property brochure or any marketing material.  Church's Residential Sales & Lettings take no liability-responsibility to any rights of way or to the garden title or the freehold title or the lease title or any title of ownership to gardens or parking rights & including allocated parking rights including parking spaces, boundaries within or outside it's property title or to any past or present planning permissions or building regulations relating to the property or to the construction of the property-dwelling including extensions to the property or any change/s of use externally-internally to the present or future. All Fixtures & Fittings are to be confirmed & ..."
7299,0.3,Maisonette,2.0,1.0,,,Two Bedrooms;Maisonette;One Bathroom;One Reception;Double Glazed;Central Heating;Own Entrance;Large Rear Garden;Conservation Area,"[(0.3, 'Enfield Chase Station', 'svg-nationalrail'), (0.5, 'Enfield Town Station', 'svg-nationalrail'), (0.6, 'Gordon Hill Station', 'svg-nationalrail')]",,SOLD STC;;svg-camera=16;;svg-floorplan=1;;Read more,"The Property Outstanding ground floor two bedroom Maisonette, that is hidden away in a quiet Cul-de-sac.  The property has a bright and airy feel, plus boasts over 900 Years remaining on the lease ,two double bedrooms, own entrance and large rear garden. Location is superb and in a conservation area, just by the New River, and within easy access of two charming Inns, and excellent local parks. Enfield Town is a 10 minute walk along the river, plus good access to A10 and M25, and local Train stations. To view 24/7 go to Purple Bricks Web site Disclaimer for virtual viewings Some or all information pertaining to this property may have been provided solely by the vendor, and although we always make every effort to verify the information provided to us, we strongly advise you to make further enquiries before continuing. If you book a viewing or make an offer on a property that has had its valuation conducted virtually, you are doing so under the knowledge that this information may have been provided solely by the vendor, and that we may not have been able to access the premises to confirm the information or test any equipment. We therefore strongly advise you to make further enquiries before completing your purchase of the property to ensure you are happy with all the information provided. Brochures Brochure"
